claim_type,compound,disorder,raw_entity_label,entity_role,clinical_context_condition,graph_entity_label,graph_entity_type,graph_include_candidate,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,outcome_measure_normalized,population,system,study_doi,openalex_id,study_title,authors,study_year,study_journal,publication_type,trial_registry_ids,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,keywords,funders,grant_ids,related_dois,publication_relations,is_retracted,has_correction,language,semantic_scholar_id,paper_type,evidence_level,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,access_level,source_access_level,evidence_location,evidence_locator,study_design,sample_size_total,comparator,intervention_or_exposure,dose,route,session_count_or_duration,timepoint,effect_size,p_value,confidence_interval,adverse_events,supporting_quote,funding,conflicts_of_interest,risk_of_bias_summary,notes
compound_disorder,psilocybin,anxiety,anxiety,therapeutic_indication,,anxiety,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... Psilocybin ✔ Anxiety,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,psilocybin,depression,depression,therapeutic_indication,,depression,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... Psilocybin ✔ Depression,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,psilocybin,post-traumatic stress disorder,post-traumatic stress disorder,therapeutic_indication,,post-traumatic stress disorder,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... Psilocybin ✔ PTSD,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,psilocybin,pain management,pain management,therapeutic_indication,,pain management,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... Psilocybin ✔ Pain Management,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,psilocybin,cluster headaches,cluster headaches,therapeutic_indication,,cluster headaches,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... Psilocybin ✔ Cluster Headaches,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,"N,N-dimethyltryptamine",addiction,addiction,therapeutic_indication,,addiction,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... DMT ✔ Addiction,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,"N,N-dimethyltryptamine",anxiety,anxiety,therapeutic_indication,,anxiety,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... DMT ✔ Anxiety,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,"N,N-dimethyltryptamine",depression,depression,therapeutic_indication,,depression,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... DMT ✔ Depression,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,"N,N-dimethyltryptamine",post-traumatic stress disorder,post-traumatic stress disorder,therapeutic_indication,,post-traumatic stress disorder,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... DMT ✔ PTSD,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,mescaline,anxiety,anxiety,therapeutic_indication,,anxiety,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... Mescaline ✔ Anxiety,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,mescaline,depression,depression,therapeutic_indication,,depression,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... Mescaline ✔ Depression,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,lysergic acid diethylamide,addiction,addiction,therapeutic_indication,,addiction,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... LSD ✔ Addiction,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,lysergic acid diethylamide,anxiety,anxiety,therapeutic_indication,,anxiety,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... LSD ✔ Anxiety,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,lysergic acid diethylamide,depression,depression,therapeutic_indication,,depression,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... LSD ✔ Depression,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,lysergic acid diethylamide,post-traumatic stress disorder,post-traumatic stress disorder,therapeutic_indication,,post-traumatic stress disorder,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... LSD ✔ PTSD,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,lysergic acid diethylamide,pain management,pain management,therapeutic_indication,,pain management,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.59324/ejahss.2024.1(3).10,,From Venerable Cultural Practices to Modern Psychological Solutions: Enter Entheogens into Mainstream Medicine,Nicholas A. Kerna; Kevin D. Pruitt; N.D. Victor Carsrud; Kyle Kadivi; Dabeluchi C. Ngwu; Hilary M. Holets; John V. Flores; Ijeoma Nnake; Cornelius I. Azi; Joseph Anderson II,2024,"European Journal of Arts, Humanities and Social Sciences",journal-article,,2024-05-01,3041-1262,3041-1262,AMO Publisher,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,full_text_seen,table,Table 3,secondary_literature,,,,,,,,,,,,Table 3 . Overview of the Clinical Applications of Each Entheogen ... LSD ✔ Pain Management,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
